"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VFDS-KLSYHCHN-120","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","8 seconds","45.3 MB","22 minutes and 6 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHNGX-099","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","2.49 MB","10 minutes and 39 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHWEB-092","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","28 seconds","432 KB","2 minutes and 7 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.3_R10_CCBI-PROD_WEB_109","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 20, 2026","31 seconds","1.83 MB","47 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SILEO_116","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 20, 2026","11 seconds","97.95 MB","10 minutes and 38 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SLIK_115","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 20, 2026","6 seconds","43.94 MB","30 minutes and 51 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 28 seconds","333.1 MB","12 minutes and 37 seconds","30 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CBR_41","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Dec 5, 2025","7 seconds","138.46 MB","4723 hours, 58 minutes and 32 seconds","3 hours","4632 hours and 53 minutes","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","14 seconds","135.76 MB","13 minutes and 23 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_59","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 20 seconds","147.8 MB","15 minutes and 59 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","7 seconds","40.58 MB","19 minutes and 31 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LOCKMGR_56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","6 seconds","56.68 MB","22 minutes and 4 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_APP_53","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","16 of 16","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","39 minutes and 51 seconds","23.75 GB","1 hour and 8 minutes","15 minutes","54 minutes","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CBR_41","OK","192.168.191.26","FDS-VREP-RMP-26","","13 of 13","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","18 seconds","165.12 MB","?","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","7 seconds","40.3 MB","4 minutes and 18 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","16 seconds","145.13 MB","10 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 24 seconds","227.14 MB","6 minutes and 50 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","3 seconds","5.85 MB","12 minutes and 54 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","5 minutes and 19 seconds","2.2 GB","4 minutes and 1 second","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 20, 2026","1 minute and 40 seconds","381.13 MB","1 hour, 56 minutes and 59 seconds","15 minutes","1 hour and 31 minutes","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 20, 2026","1 minute and 55 seconds","109.73 MB","24 minutes and 28 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 20, 2026","23 seconds","95.67 MB","28 minutes and 59 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 20, 2026","3 seconds","33.8 MB","34 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 20, 2026","13 seconds","71.2 MB","46 minutes and 43 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 20, 2026","1 minutes","30.97 MB","8 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","17 seconds","6.86 MB","1 hour, 31 minutes and 57 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","28 seconds","1,008 KB","5 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLAPUPPT-089","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","8 minutes and 25 seconds","5.3 GB","19 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLFRDDTC-090","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","4 seconds","2.24 MB","16 minutes and 17 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLREPORT-121","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","8 minutes and 19 seconds","3.16 GB","6 minutes and 53 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","3.71 MB","31 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","10.55 MB","1 hour, 19 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 9 seconds","99.69 MB","15 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","8 seconds","156.88 MB","2 hours, 18 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","34 seconds","676.03 MB","1 hour, 52 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","13.78 MB","2 hours, 4 minutes and 19 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","3 seconds","4.88 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","12 minutes and 28 seconds","8.43 GB","1 hour, 41 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","10 minutes and 48 seconds","5.57 GB","3 hours, 39 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-FTPSRV","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","6.84 MB","1 hour, 7 minutes and 24 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","8 seconds","125.44 MB","2 hours, 16 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATEPRXY","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","2.22 MB","4 minutes and 1 second","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","7 seconds","122.12 MB","4 hours, 25 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB-ADMIN","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","1 second","2.6 MB","40 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMCOBLKPDSMSBNK-55","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","17.03 MB","31 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBB-48","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","3.47 MB","1 hour, 13 minutes and 13 seconds","8 hours","0 seconds","Disabled"
