"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","11 seconds","308.93 MB","3 hours, 56 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 52 seconds","2.07 GB","3 hours, 47 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-FTPSRV","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","58.69 MB","2 hours, 25 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","6 seconds","134.77 MB","1 hour, 11 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATEPRXY","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","7.18 MB","2 hours, 41 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 3 seconds","56.87 MB","1 hour, 1 minute and 40 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB-ADMIN","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes","3.74 MB","22 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMCOBLKPDSMSBNK-55","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","2 seconds","5.3 MB","14 hours, 32 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMIBB-48","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","2 seconds","2.59 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMIBMB-47","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","3.22 MB","14 hours, 32 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMLOSOPBNK-56","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","1.98 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMSSL-10","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","5.35 MB","14 hours, 29 minutes and 10 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMSSL-UAT-ATM-14","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","28.66 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ADMWEBTLR-46","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","2 seconds","4.74 MB","14 hours, 29 minutes and 41 seconds","8 hours","","Disabled"
"VPAC-KLSL-APPSSL-03","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","2.26 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-AROAPP-51","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","4.21 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-CMSAPP-49","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","2.43 MB","14 hours, 29 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-CNTRLPLN-27","Recovered","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","15 seconds","324.32 MB","14 hours, 38 minutes and 39 seconds","8 hours","","Disabled"
"VPAC-KLSL-COBAPP-50","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","6 seconds","3.95 MB","14 hours, 32 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-DBCACHE-20","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","2 seconds","11.43 MB","14 hours, 28 minutes and 51 seconds","5 minutes","","Disabled"
"VPAC-KLSL-DBPGSQL-19","Recovered","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","4 seconds","21.62 MB","14 hours, 41 minutes and 36 seconds","5 minutes","","Disabled"
"VPAC-KLSL-DBPGSQL-SLAVE-21","Recovered","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","11 seconds","11.79 MB","14 hours, 38 minutes and 36 seconds","4 hours","","Disabled"
"VPAC-KLSL-DNSSVR-11","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","6 seconds","3.2 MB","14 hours, 32 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-ELK-26","Recovered","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","16 seconds","412.25 MB","14 hours, 29 minutes and 40 seconds","8 hours","","Disabled"
"VPAC-KLSL-FTPSVR-40","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","22.37 MB","14 hours, 35 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-IACSSAPP-36","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","15.64 MB","14 hours, 43 minutes and 55 seconds","8 hours","","Disabled"
"VPAC-KLSL-IBBVAAPP-43","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","15 seconds","276.48 MB","14 hours, 38 minutes and 32 seconds","8 hours","","Disabled"
"VPAC-KLSL-IBMBAPP-42","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","23 seconds","640.65 MB","14 hours, 44 minutes and 10 seconds","8 hours","","Disabled"
"VPAC-KLSL-LKPDAPP-44","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","9.19 MB","14 hours, 29 minutes and 26 seconds","8 hours","","Disabled"
"VPAC-KLSL-LOSAPP-45","Recovered","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","5 seconds","11.27 MB","14 hours, 35 minutes and 38 seconds","8 hours","","Disabled"
"VPAC-KLSL-MGATE-35","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","9 seconds","200.46 MB","14 hours, 41 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-OOB-58","Recovered","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","5 seconds","3.8 MB","14 hours, 38 minutes and 12 seconds","8 hours","","Disabled"
"VPAC-KLSL-OPBNKAPP-53","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","7 seconds","11.48 MB","14 hours, 35 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-OPBNKMDW-39","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","3 seconds","7.13 MB","14 hours, 38 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-OPWSO-54","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","7 seconds","33.05 MB","14 hours, 38 minutes and 40 seconds","8 hours","","Disabled"
"VPAC-KLSL-PINPAD-62","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","3.8 MB","14 hours, 40 minutes and 49 seconds","8 hours","","Disabled"
"VPAC-KLSL-PRX-MGATE-13","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","2 seconds","2.73 MB","14 hours, 38 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-PRXYSMTP-4","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","5 seconds","14.88 MB","14 hours, 38 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-RECONAPP-52","Recovered","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","6 seconds","2.85 MB","14 hours, 38 minutes and 39 seconds","8 hours","","Disabled"
"VPAC-KLSL-SBSAPP-38","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","6.2 MB","14 hours, 41 minutes and 41 seconds","8 hours","","Disabled"
"VPAC-KLSL-SNAP-OAPI-60","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","1 second","14.77 MB","14 hours, 41 minutes and 28 seconds","8 hours","","Disabled"
"VPAC-KLSL-SNAP-WSO2-61","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","4 seconds","61.77 MB","14 hours, 41 minutes and 42 seconds","8 hours","","Disabled"
"VPAC-KLSL-VCALL-SSL-59","Recovered","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","6 seconds","3.41 MB","14 hours, 41 minutes and 40 seconds","8 hours","","Disabled"
"VPAC-KLSL-ZBXSVR-12","Recovered","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 20, 2026","28 seconds","296.85 MB","14 hours, 41 minutes and 41 seconds","8 hours","","Disabled"
